provider,category,party,committee_id,committee_name,committee_type,candidate,total_amount,transaction_count
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,2776099.51,29
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,2474483.2,38
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,2301375.23,21
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,1786653.9,22
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,1534085.96,15
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,1329429.82,15
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,1148652.36,15
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,993340.59,15
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00744946,HARRIS VICTORY FUND,Joint Fundraising,"HARRIS, KAMALA",875505.75,60
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,842428.56,15
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00744946,HARRIS VICTORY FUND,Joint Fundraising,"HARRIS, KAMALA",693461.89,56
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,652455.26,14
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,449073.0,14
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,290779.11,14
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,269785.27,28
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,230543.4,23
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00401224,BIDEN FOR PRESIDENT,Presidential,"BIDEN, JOSEPH R JR",190000.0,1
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,140826.0,13
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,136618.82,14
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,124543.28,38
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,99624.54,20
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,83445.0,10
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,83428.36,14
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,71445.0,10
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,70539.8,20
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,68245.0,7
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,58945.0,10
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,55390.92,12
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,53245.0,6
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00744946,HARRIS VICTORY FUND,Joint Fundraising,"HARRIS, KAMALA",52032.6,65
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,51245.0,6
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,47845.0,6
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,45445.0,6
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,41178.64,11
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,32490.0,5
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,31320.0,6
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,30178.4,10
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,30045.0,4
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,28900.0,5
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,27650.0,6
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,27245.0,4
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,26745.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,26245.0,4
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,22810.0,7
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00704049,ACTBLUE (committee),PAC,,21879.12,14
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,21345.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",20937.48,4
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,20200.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",20048.4,5
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,20045.0,4
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,19913.01,6
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",19744.76,4
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,19045.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,18445.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00704049,ACTBLUE (committee),PAC,,18367.47,11
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,18045.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,17045.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",16830.24,4
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,16645.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00000935,DNC,National Party,,16578.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,16445.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00000935,DNC,National Party,,15910.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",15792.36,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",15785.64,4
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,15445.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",14750.4,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,14445.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,14245.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00835199,HARRIS ACTION FUND,Joint Fundraising,"HARRIS, KAMALA",14178.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",14076.0,4
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,13845.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,13245.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,13045.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00835199,HARRIS ACTION FUND,Joint Fundraising,"HARRIS, KAMALA",12798.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",12789.6,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",12669.12,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",12614.88,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",12534.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,12445.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,12045.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",11917.44,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",11649.12,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",11587.08,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,11445.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00718866,BIDEN VICTORY FUND,Joint Fundraising,"BIDEN, JOSEPH R JR",11406.0,3
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00776997,DEMOCRATIC UNITY FUND,Joint Fundraising,,11045.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00835199,HARRIS ACTION FUND,Joint Fundraising,"HARRIS, KAMALA",10938.0,2
EVERYACTION,CRM / Fundraising Platform (D-aligned),DEM,C00736876,DSCC,Senatorial Committee,,10845.0,2
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,11574987.22,217
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,7867651.49,99
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,7797400.82,192
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,6625936.78,132
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,5625929.26,110
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,4694126.03,80
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,4363816.79,84
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,3717802.67,60
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,2867783.59,54
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,2715379.66,42
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,2418693.81,39
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,1862003.87,46
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,1601073.96,26
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,1310508.73,23
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,1109399.91,111
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00744946,HARRIS VICTORY FUND,Joint Fundraising,"HARRIS, KAMALA",948770.64,89
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,901099.55,14
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00744946,HARRIS VICTORY FUND,Joint Fundraising,"HARRIS, KAMALA",831430.55,73
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,701289.23,11
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00744946,HARRIS VICTORY FUND,Joint Fundraising,"HARRIS, KAMALA",604020.02,52
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,554270.58,10
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,424938.6,6
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,422067.99,6
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,339924.28,6
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00401224,BIDEN FOR PRESIDENT,Presidential,"BIDEN, JOSEPH R JR",315000.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,278505.99,24
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,264990.84,6
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,256654.12,6
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,252476.39,24
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,248440.8,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,221073.64,18
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,197427.96,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,196524.29,17
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,186040.72,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,183613.84,6
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,176430.11,15
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,168693.82,9
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,167889.19,12
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,155613.84,5
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,155024.33,11
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,138440.8,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,130076.21,11
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,125613.84,5
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00744946,HARRIS VICTORY FUND,Joint Fundraising,"HARRIS, KAMALA",117782.36,101
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,115524.76,9
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,110400.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,106756.69,9
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,104440.8,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,101063.84,5
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,99803.63,8
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,99375.47,7
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,97175.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,95613.84,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,89055.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,88574.66,8
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,84752.55,7
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,82200.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,81361.87,7
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00401224,BIDEN FOR PRESIDENT,Presidential,"BIDEN, JOSEPH R JR",75000.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,73802.1,8
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,72000.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,71813.84,5
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,69133.05,6
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,68671.42,5
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00744946,HARRIS VICTORY FUND,Joint Fundraising,"HARRIS, KAMALA",67400.95,17
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,65613.84,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,63610.69,5
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,62499.08,6
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,60813.84,3
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,60540.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,58903.29,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,56553.58,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,53891.59,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,52649.24,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,51363.84,3
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,50803.14,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,50375.91,3
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,50113.84,3
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,47938.02,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,47550.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00000935,DNC,National Party,,46363.84,3
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,45940.4,3
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,44936.38,3
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00744946,HARRIS VICTORY FUND,Joint Fundraising,"HARRIS, KAMALA",43862.62,14
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,42959.43,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,42437.13,4
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00401224,BIDEN FOR PRESIDENT,Presidential,"BIDEN, JOSEPH R JR",42000.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00703975,DNC SERVICES CORP./DEM. NAT'L COMMITTEE,National Party,,41475.0,1
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,40893.32,3
NGP VAN,CRM / Voter File / Fundraising (D-aligned),DEM,C00696153,DEMOCRATIC GRASSROOTS ONLINE,Joint Fundraising,,40476.03,3
REVV,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1688684.47,93
REVV,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",1236994.76,64
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,695555.17,191
REVV,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",577575.68,9
REVV,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",556862.53,27
REVV,Fundraising Platform (R-aligned),REP,C00764522,NRSC (NATIONAL REPUBLICAN SENATORIAL COMMITTEE),Senatorial Committee,,478513.02,90
REVV,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",275975.81,21
REVV,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",261266.0,2
REVV,Fundraising Platform (R-aligned),REP,C00694323,TRUMP SAVE AMERICA JOINT FUNDRAISING COMMITTEE / TRUMP MAKE AMERICA GREAT AGAIN COMMITTEE,Joint Fundraising,"TRUMP, DONALD J",252893.82,16
